entity_id,parent_id,method,amount_ordered,amount_paid
33279,33279,visa_card,6050000,0
33280,33280,amex_card,7150000,7150000
33281,33281,visa_card,653400000,0
33282,33282,bank_transfer,19800000,0
33283,33283,cash_on_delivery,247500000,247500000
33284,33284,cash_on_delivery,272800000,272800000
33285,33285,cash_on_delivery,9350000,9350000
33286,33286,amex_card,5720000,0
33287,33287,amex_card,715000000,715000000
33288,33288,visa_card,27500000,27500000
33289,33289,bank_transfer,20350000,20350000
33290,33290,bank_transfer,12980000,0
33291,33291,bank_transfer,6600000,6600000
33292,33292,credit_card,85800000,85800000
33293,33293,credit_card,9350000,9350000
33294,33294,credit_card,2530000,0
33295,33295,bank_transfer,37400000,37400000
33296,33296,cash_on_delivery,14300000,14300000
33297,33297,cash_on_delivery,28600000,28600000
33298,33298,credit_card,24750000,24750000
33299,33299,visa_card,2530000,0
33300,33300,bank_transfer,27500000,27500000
33301,33301,visa_card,40700000,40700000
33302,33302,credit_card,13750000,0
33303,33303,bank_transfer,184800000,184800000
33304,33304,visa_card,6600000,6600000
33305,33305,amex_card,11550000,11550000
33306,33306,amex_card,6600000,0
33307,33307,bank_transfer,217800000,0
33308,33308,credit_card,24750000,24750000
33309,33309,bank_transfer,12980000,12980000
33310,33310,bank_transfer,7150000,7150000
33311,33311,credit_card,115500000,115500000
33312,33312,credit_card,7150000,7150000
33313,33313,cash_on_delivery,13750000,13750000
33314,33314,credit_card,313500000,0
33315,33315,amex_card,577500000,577500000
33316,33316,bank_transfer,7150000,0
33317,33317,bank_transfer,6600000,6600000
33318,33318,credit_card,715000000,0
33319,33319,bank_transfer,32450000,32450000
33320,33320,bank_transfer,49500000,49500000
33321,33321,visa_card,11550000,11550000
33322,33322,credit_card,31350000,31350000
33323,33323,amex_card,9350000,9350000
33324,33324,credit_card,9350000,9350000
33325,33325,amex_card,5720000,0
33326,33326,amex_card,577500000,577500000
33327,33327,credit_card,4620000,4620000
33328,33328,bank_transfer,83600000,0
33329,33329,cash_on_delivery,101200000,101200000
33330,33330,bank_transfer,77000000,77000000
33331,33331,bank_transfer,7150000,7150000
33332,33332,cash_on_delivery,70400000,70400000
33333,33333,cash_on_delivery,85800000,0
33334,33334,cash_on_delivery,4620000,0
33335,33335,visa_card,75900000,75900000
33336,33336,visa_card,1540000000,1540000000
33337,33337,cash_on_delivery,6600000,6600000
33338,33338,credit_card,7150000,7150000
33339,33339,bank_transfer,6600000,6600000
33340,33340,amex_card,6050000,6050000
33341,33341,bank_transfer,137500000,137500000
33342,33342,visa_card,13200000,13200000
33343,33343,bank_transfer,13750000,13750000
33344,33344,credit_card,24750000,24750000
33345,33345,credit_card,7150000,0
33346,33346,amex_card,6600000,6600000
33347,33347,bank_transfer,14300000,14300000
33348,33348,amex_card,24750000,24750000
33349,33349,credit_card,24750000,0
33350,33350,credit_card,59400000,0
33351,33351,credit_card,15950000,15950000
33352,33352,visa_card,28600000,28600000
33353,33353,cash_on_delivery,9900000,9900000
33354,33354,bank_transfer,92400000,92400000
33355,33355,bank_transfer,7150000,7150000
33356,33356,bank_transfer,88000000,88000000
33357,33357,visa_card,13750000,13750000
33358,33358,bank_transfer,32450000,32450000
33359,33359,visa_card,12980000,0
33360,33360,visa_card,88000000,0
33361,33361,bank_transfer,7150000,7150000
33362,33362,credit_card,28600000,28600000
33363,33363,bank_transfer,12980000,12980000
33364,33364,bank_transfer,9350000,0
33365,33365,bank_transfer,5720000,0
33366,33366,amex_card,6600000,6600000
33367,33367,cash_on_delivery,1540000000,1540000000
33368,33368,credit_card,7150000,7150000
33369,33369,visa_card,2530000,0
33370,33370,cash_on_delivery,83600000,0
33371,33371,cash_on_delivery,64900000,64900000
33372,33372,amex_card,9350000,9350000
33373,33373,amex_card,352000000,352000000
33374,33374,cash_on_delivery,137500000,0
33375,33375,cash_on_delivery,13200000,13200000
33376,33376,amex_card,13750000,13750000
33377,33377,cash_on_delivery,15950000,15950000
33378,33378,cash_on_delivery,101200000,101200000
33379,33379,visa_card,412500000,412500000
33380,33380,amex_card,2530000,0
33381,33381,cash_on_delivery,11550000,0
33382,33382,visa_card,9350000,9350000
33383,33383,bank_transfer,151800000,0
33384,33384,visa_card,6600000,6600000
33385,33385,amex_card,24750000,24750000
33386,33386,cash_on_delivery,9350000,9350000
33387,33387,amex_card,11550000,11550000
33388,33388,cash_on_delivery,137500000,137500000
33389,33389,cash_on_delivery,2530000000,2530000000
33390,33390,bank_transfer,19800000,19800000
33391,33391,bank_transfer,79200000,0
33392,33392,credit_card,184800000,184800000
33393,33393,cash_on_delivery,13200000,0
33394,33394,credit_card,19800000,0
33395,33395,credit_card,2530000,2530000
33396,33396,cash_on_delivery,9900000,9900000
33397,33397,cash_on_delivery,28050000,0
33398,33398,visa_card,28600000,0
33399,33399,visa_card,6600000,6600000
33400,33400,credit_card,83600000,83600000
33401,33401,amex_card,19800000,0
33402,33402,cash_on_delivery,6600000,6600000
33403,33403,cash_on_delivery,9900000,9900000
33404,33404,amex_card,5720000,5720000
33405,33405,amex_card,7150000,7150000
33406,33406,bank_transfer,7150000,7150000
33407,33407,visa_card,31350000,31350000
33408,33408,credit_card,7920000,0
33409,33409,credit_card,6050000,6050000
33410,33410,amex_card,11550000,11550000
33411,33411,cash_on_delivery,9350000,9350000
33412,33412,bank_transfer,158400000,158400000
33413,33413,cash_on_delivery,577500000,577500000
33414,33414,visa_card,352000000,0
33415,33415,visa_card,17160000,0
33416,33416,cash_on_delivery,9900000,9900000
33417,33417,amex_card,2530000,2530000
33418,33418,amex_card,627000000,0
33419,33419,bank_transfer,6600000,0
33420,33420,amex_card,6600000,6600000
33421,33421,visa_card,7150000,0
33422,33422,visa_card,15950000,15950000
33423,33423,credit_card,9350000,9350000
33424,33424,cash_on_delivery,12980000,12980000
33425,33425,amex_card,6600000,6600000
33426,33426,bank_transfer,9350000,9350000
33427,33427,credit_card,75900000,75900000
33428,33428,amex_card,37400000,37400000
33429,33429,visa_card,11550000,11550000
33430,33430,visa_card,2530000,0
33431,33431,cash_on_delivery,75900000,0
33432,33432,visa_card,115500000,0
33433,33433,credit_card,77000000,77000000
33434,33434,visa_card,75900000,75900000
33435,33435,amex_card,5720000,5720000
33436,33436,bank_transfer,38500000,38500000
33437,33437,visa_card,7920000,7920000
33438,33438,cash_on_delivery,4620000,4620000
33439,33439,credit_card,47850000,0
33440,33440,visa_card,15950000,0
33441,33441,bank_transfer,217800000,217800000
33442,33442,credit_card,5720000,5720000
33443,33443,visa_card,16280000,16280000
33444,33444,bank_transfer,40700000,40700000
33445,33445,bank_transfer,28600000,0
33446,33446,bank_transfer,7150000,0
33447,33447,credit_card,151800000,151800000
33448,33448,cash_on_delivery,303600000,303600000
33449,33449,cash_on_delivery,9240000,9240000
33450,33450,bank_transfer,4620000,4620000
33451,33451,credit_card,38500000,38500000
33452,33452,cash_on_delivery,9350000,9350000
33453,33453,cash_on_delivery,9900000,9900000
33454,33454,cash_on_delivery,6050000,6050000
33455,33455,amex_card,92400000,92400000
33456,33456,credit_card,13200000,13200000
33457,33457,cash_on_delivery,4620000,0
33458,33458,cash_on_delivery,352000000,352000000
33459,33459,bank_transfer,24750000,0
33460,33460,cash_on_delivery,75900000,75900000
33461,33461,credit_card,2530000,2530000
33462,33462,bank_transfer,75900000,75900000
33463,33463,credit_card,7920000,0
33464,33464,cash_on_delivery,7150000,7150000
33465,33465,credit_card,19800000,0
33466,33466,visa_card,308000000,308000000
33467,33467,credit_card,112200000,112200000
33468,33468,bank_transfer,18700000,18700000
33469,33469,credit_card,7150000,0
33470,33470,visa_card,19800000,19800000
33471,33471,cash_on_delivery,9350000,0
33472,33472,bank_transfer,5720000,5720000
33473,33473,visa_card,6600000,6600000
33474,33474,visa_card,115500000,115500000
33475,33475,bank_transfer,14300000,14300000
33476,33476,amex_card,7920000,7920000
33477,33477,visa_card,1969000000,1969000000
33478,33478,bank_transfer,6600000,0
33479,33479,credit_card,9900000,9900000
33480,33480,cash_on_delivery,9350000,0
33481,33481,visa_card,217800000,0
33482,33482,credit_card,115500000,0
33483,33483,credit_card,19800000,0
33484,33484,credit_card,313500000,0
33485,33485,credit_card,9350000,9350000
33486,33486,amex_card,21450000,21450000
33487,33487,amex_card,9350000,0
33488,33488,bank_transfer,15840000,0
33489,33489,visa_card,6600000,6600000
33490,33490,bank_transfer,24750000,24750000
33491,33491,bank_transfer,6600000,6600000
33492,33492,bank_transfer,19800000,0
33493,33493,cash_on_delivery,6600000,6600000
33494,33494,bank_transfer,25960000,25960000
33495,33495,cash_on_delivery,217800000,217800000
33496,33496,bank_transfer,115500000,115500000
33497,33497,visa_card,5720000,0
33498,33498,visa_card,38500000,38500000
33499,33499,visa_card,24750000,24750000
33500,33500,amex_card,24750000,0
33501,33501,bank_transfer,24750000,24750000
33502,33502,visa_card,9350000,0
33503,33503,bank_transfer,7150000,7150000
33504,33504,cash_on_delivery,24750000,24750000
33505,33505,bank_transfer,19800000,19800000
33506,33506,bank_transfer,7150000,0
33507,33507,amex_card,6600000,0
33508,33508,credit_card,11550000,11550000
33509,33509,credit_card,115500000,115500000
33510,33510,visa_card,2530000,2530000
33511,33511,cash_on_delivery,70400000,0
33512,33512,cash_on_delivery,31350000,31350000
33513,33513,amex_card,9350000,0
33514,33514,credit_card,11550000,11550000
33515,33515,cash_on_delivery,83600000,83600000
33516,33516,bank_transfer,19800000,19800000
33517,33517,credit_card,70400000,70400000
33518,33518,cash_on_delivery,49500000,0
33519,33519,credit_card,9350000,9350000
33520,33520,bank_transfer,37400000,37400000
33521,33521,credit_card,9900000,0
33522,33522,amex_card,28600000,28600000
33523,33523,credit_card,176000000,176000000
33524,33524,cash_on_delivery,7150000,0
33525,33525,bank_transfer,13750000,13750000
33526,33526,amex_card,13750000,13750000
33527,33527,bank_transfer,2530000,2530000
33528,33528,cash_on_delivery,107800000,107800000
33529,33529,credit_card,25300000,0
33530,33530,visa_card,9350000,9350000
33531,33531,bank_transfer,24750000,24750000
33532,33532,cash_on_delivery,83600000,0
33533,33533,bank_transfer,88000000,88000000
33534,33534,credit_card,176000000,176000000
33535,33535,amex_card,2530000,0
33536,33536,cash_on_delivery,13200000,13200000
33537,33537,bank_transfer,24750000,0
33538,33538,cash_on_delivery,6600000,6600000
33539,33539,amex_card,59400000,0
33540,33540,bank_transfer,18700000,18700000
33541,33541,bank_transfer,19800000,19800000
33542,33542,credit_card,13750000,13750000
33543,33543,cash_on_delivery,2530000,2530000
33544,33544,cash_on_delivery,79200000,79200000
33545,33545,amex_card,13750000,13750000
33546,33546,amex_card,92400000,0
33547,33547,visa_card,12980000,12980000
33548,33548,cash_on_delivery,6600000,6600000
33549,33549,credit_card,984500000,984500000
33550,33550,visa_card,38500000,0
33551,33551,credit_card,38500000,0
33552,33552,cash_on_delivery,12100000,12100000
33553,33553,amex_card,313500000,0
33554,33554,cash_on_delivery,5720000,5720000
33555,33555,visa_card,32450000,0
33556,33556,visa_card,6050000,6050000
33557,33557,cash_on_delivery,4620000,0
33558,33558,amex_card,11440000,0
33559,33559,credit_card,4620000,4620000
33560,33560,cash_on_delivery,9350000,0
33561,33561,credit_card,313500000,313500000
33562,33562,credit_card,9350000,9350000
33563,33563,bank_transfer,16280000,16280000
33564,33564,credit_card,2530000,2530000
33565,33565,amex_card,83600000,83600000
33566,33566,amex_card,12980000,12980000
33567,33567,amex_card,115500000,115500000
33568,33568,amex_card,4620000,0
33569,33569,visa_card,7150000,7150000
33570,33570,amex_card,32450000,32450000
33571,33571,cash_on_delivery,24750000,0
33572,33572,visa_card,101200000,101200000
33573,33573,credit_card,7920000,7920000
33574,33574,credit_card,272800000,272800000
33575,33575,credit_card,6050000,6050000
33576,33576,cash_on_delivery,13200000,13200000
33577,33577,credit_card,12100000,12100000
33578,33578,visa_card,9350000,9350000
33579,33579,credit_card,38500000,38500000
33580,33580,amex_card,14300000,14300000
33581,33581,credit_card,13200000,13200000
33582,33582,bank_transfer,9900000,0
33583,33583,credit_card,7920000,7920000
33584,33584,visa_card,6600000,6600000
33585,33585,credit_card,37400000,0
33586,33586,visa_card,9350000,0
33587,33587,bank_transfer,28600000,28600000
33588,33588,visa_card,1265000000,0
33589,33589,bank_transfer,7150000,7150000
33590,33590,amex_card,7150000,7150000
33591,33591,bank_transfer,25300000,25300000
33592,33592,amex_card,7150000,0
33593,33593,visa_card,9900000,0
33594,33594,credit_card,627000000,627000000
33595,33595,bank_transfer,6050000,6050000
33596,33596,visa_card,7150000,7150000
33597,33597,amex_card,18700000,18700000
33598,33598,amex_card,6050000,6050000
33599,33599,amex_card,12980000,12980000
33600,33600,visa_card,88000000,0
33601,33601,cash_on_delivery,5720000,5720000
33602,33602,amex_card,38500000,38500000
33603,33603,visa_card,15950000,0
33604,33604,credit_card,4620000,4620000
33605,33605,visa_card,70400000,0
33606,33606,visa_card,2530000,2530000
33607,33607,visa_card,79200000,0
33608,33608,bank_transfer,9350000,9350000
33609,33609,cash_on_delivery,9900000,9900000
33610,33610,visa_card,9350000,0
33611,33611,visa_card,9350000,9350000
33612,33612,cash_on_delivery,5720000,0
33613,33613,bank_transfer,92400000,0
33614,33614,amex_card,231000000,231000000
33615,33615,visa_card,2530000,2530000
33616,33616,amex_card,14300000,14300000
33617,33617,credit_card,12980000,12980000
33618,33618,bank_transfer,75900000,75900000
33619,33619,bank_transfer,9900000,0
33620,33620,cash_on_delivery,7150000,0
33621,33621,visa_card,85800000,0
33622,33622,visa_card,4620000,0
33623,33623,bank_transfer,7150000,7150000
33624,33624,amex_card,24750000,24750000
33625,33625,amex_card,6050000,6050000
33626,33626,visa_card,6600000,0
33627,33627,cash_on_delivery,107800000,107800000
33628,33628,amex_card,83600000,0
33629,33629,bank_transfer,16280000,16280000
33630,33630,visa_card,20350000,20350000
33631,33631,bank_transfer,9350000,9350000
33632,33632,amex_card,2530000,0
33633,33633,credit_card,19800000,19800000
33634,33634,credit_card,2530000000,2530000000
33635,33635,credit_card,308000000,308000000
33636,33636,cash_on_delivery,70400000,70400000
33637,33637,cash_on_delivery,70400000,70400000
33638,33638,amex_card,9350000,9350000
33639,33639,visa_card,2530000,2530000
33640,33640,amex_card,9350000,9350000
33641,33641,bank_transfer,1155000000,0
33642,33642,bank_transfer,7150000,7150000
33643,33643,amex_card,12100000,0
33644,33644,cash_on_delivery,24750000,0
33645,33645,amex_card,2530000,2530000
33646,33646,visa_card,9350000,9350000
33647,33647,amex_card,6050000,0
33648,33648,visa_card,7150000,7150000
33649,33649,bank_transfer,15950000,0
33650,33650,bank_transfer,11550000,0
33651,33651,visa_card,24750000,24750000
33652,33652,bank_transfer,70400000,70400000
33653,33653,credit_card,9350000,9350000
33654,33654,credit_card,19800000,0
33655,33655,credit_card,6600000,6600000
33656,33656,amex_card,7920000,7920000
33657,33657,cash_on_delivery,18700000,0
33658,33658,visa_card,13200000,13200000
33659,33659,credit_card,38500000,38500000
33660,33660,visa_card,115500000,115500000
33661,33661,credit_card,14300000,0
33662,33662,cash_on_delivery,38940000,38940000
33663,33663,amex_card,74800000,74800000
33664,33664,bank_transfer,12980000,12980000
33665,33665,credit_card,313500000,313500000
33666,33666,amex_card,15950000,0
33667,33667,cash_on_delivery,456500000,456500000
33668,33668,credit_card,7150000,0
33669,33669,bank_transfer,7150000,7150000
33670,33670,credit_card,352000000,352000000
33671,33671,bank_transfer,13200000,0
33672,33672,cash_on_delivery,19800000,19800000
33673,33673,visa_card,9240000,9240000
33674,33674,amex_card,112200000,112200000
33675,33675,bank_transfer,12980000,0
33676,33676,bank_transfer,115500000,115500000
33677,33677,cash_on_delivery,715000000,715000000
33678,33678,amex_card,77000000,0
33679,33679,bank_transfer,7150000,7150000
33680,33680,visa_card,19800000,19800000
33681,33681,visa_card,184800000,184800000
33682,33682,bank_transfer,15950000,0
33683,33683,credit_card,19800000,19800000
33684,33684,visa_card,79200000,79200000
33685,33685,amex_card,7920000,7920000
33686,33686,visa_card,247500000,247500000
33687,33687,visa_card,11550000,11550000
33688,33688,visa_card,13750000,0
33689,33689,credit_card,28600000,28600000
33690,33690,amex_card,11550000,0
33691,33691,visa_card,28600000,28600000
33692,33692,bank_transfer,38500000,38500000
33693,33693,amex_card,247500000,0
33694,33694,cash_on_delivery,28600000,28600000
33695,33695,amex_card,23760000,0
33696,33696,cash_on_delivery,6600000,0
33697,33697,credit_card,6600000,0
33698,33698,bank_transfer,13200000,13200000
33699,33699,visa_card,15950000,15950000
33700,33700,bank_transfer,40700000,0
33701,33701,bank_transfer,217800000,217800000
33702,33702,amex_card,7920000,7920000
33703,33703,visa_card,38940000,0
33704,33704,amex_card,38500000,38500000
33705,33705,credit_card,13750000,13750000
33706,33706,amex_card,7150000,7150000
33707,33707,amex_card,24750000,24750000
33708,33708,amex_card,31900000,31900000
33709,33709,amex_card,12980000,12980000
33710,33710,amex_card,14300000,0
33711,33711,amex_card,115500000,115500000
33712,33712,cash_on_delivery,38500000,38500000
33713,33713,cash_on_delivery,217800000,0
33714,33714,amex_card,227700000,227700000
33715,33715,credit_card,2530000,0
33716,33716,amex_card,4620000,0
33717,33717,amex_card,7920000,7920000
33718,33718,cash_on_delivery,6600000,6600000
33719,33719,visa_card,13750000,0
33720,33720,amex_card,5720000,5720000
33721,33721,bank_transfer,15950000,15950000
33722,33722,credit_card,115500000,115500000
33723,33723,credit_card,31900000,31900000
33724,33724,cash_on_delivery,101200000,101200000
33725,33725,visa_card,38500000,0
33726,33726,amex_card,11550000,11550000
33727,33727,cash_on_delivery,20350000,0
33728,33728,amex_card,70400000,70400000
33729,33729,credit_card,9350000,0
33730,33730,credit_card,7150000,0
33731,33731,cash_on_delivery,7920000,0
33732,33732,credit_card,32560000,0
33733,33733,cash_on_delivery,24750000,24750000
33734,33734,amex_card,20350000,20350000
33735,33735,bank_transfer,6600000,6600000
33736,33736,visa_card,16280000,16280000
33737,33737,credit_card,9900000,9900000
33738,33738,amex_card,83600000,83600000
33739,33739,cash_on_delivery,308000000,308000000
33740,33740,amex_card,74250000,74250000
33741,33741,cash_on_delivery,9350000,9350000
33742,33742,credit_card,6050000,0
33743,33743,credit_card,6600000,6600000
33744,33744,cash_on_delivery,151800000,151800000
33745,33745,bank_transfer,24750000,0
33746,33746,visa_card,9350000,9350000
33747,33747,credit_card,9350000,0
33748,33748,visa_card,24750000,24750000
33749,33749,bank_transfer,7150000,7150000
33750,33750,bank_transfer,12980000,12980000
33751,33751,credit_card,5720000,5720000
33752,33752,bank_transfer,79200000,79200000
33753,33753,cash_on_delivery,6600000,6600000
33754,33754,bank_transfer,1540000000,1540000000
33755,33755,credit_card,5720000,0
33756,33756,amex_card,2530000,2530000
33757,33757,bank_transfer,7150000,7150000
33758,33758,visa_card,115500000,0
33759,33759,visa_card,27500000,0
33760,33760,visa_card,92400000,92400000
33761,33761,visa_card,13750000,13750000
33762,33762,bank_transfer,2530000,2530000
33763,33763,credit_card,9350000,9350000
33764,33764,visa_card,16280000,0
33765,33765,cash_on_delivery,7150000,7150000
33766,33766,credit_card,31350000,31350000
33767,33767,amex_card,6050000,6050000
33768,33768,credit_card,19800000,19800000
33769,33769,bank_transfer,7150000,7150000
33770,33770,amex_card,2530000,2530000
33771,33771,credit_card,4620000,4620000
33772,33772,bank_transfer,9900000,0
33773,33773,visa_card,77000000,77000000
33774,33774,bank_transfer,92400000,92400000
33775,33775,credit_card,20350000,0
33776,33776,credit_card,2530000,2530000
33777,33777,bank_transfer,6050000,6050000
33778,33778,bank_transfer,20350000,20350000
33779,33779,credit_card,14300000,14300000
33780,33780,bank_transfer,19800000,19800000
33781,33781,visa_card,20350000,20350000
33782,33782,visa_card,38500000,38500000
33783,33783,bank_transfer,495000000,495000000
33784,33784,cash_on_delivery,6600000,6600000
33785,33785,bank_transfer,11440000,11440000
33786,33786,amex_card,6050000,6050000
33787,33787,bank_transfer,92400000,92400000
33788,33788,credit_card,9350000,9350000
33789,33789,visa_card,38500000,0
33790,33790,cash_on_delivery,83600000,83600000
33791,33791,amex_card,9350000,9350000
33792,33792,cash_on_delivery,15950000,15950000
33793,33793,cash_on_delivery,6050000,6050000
33794,33794,amex_card,6600000,0
33795,33795,bank_transfer,11550000,0
33796,33796,cash_on_delivery,37400000,37400000
33797,33797,bank_transfer,9350000,0
33798,33798,bank_transfer,5720000,5720000
33799,33799,bank_transfer,49500000,49500000
33800,33800,cash_on_delivery,20350000,20350000
33801,33801,amex_card,75900000,0
33802,33802,amex_card,4620000,0
33803,33803,visa_card,12980000,0
33804,33804,bank_transfer,19800000,0
33805,33805,amex_card,704000000,704000000
33806,33806,cash_on_delivery,19800000,19800000
33807,33807,cash_on_delivery,83600000,0
33808,33808,cash_on_delivery,4620000,4620000
33809,33809,bank_transfer,49500000,49500000
33810,33810,amex_card,24750000,24750000
33811,33811,cash_on_delivery,6600000,6600000
33812,33812,visa_card,13200000,0
33813,33813,credit_card,9900000,9900000
33814,33814,cash_on_delivery,24750000,24750000
33815,33815,credit_card,2530000,2530000
33816,33816,visa_card,70400000,70400000
33817,33817,cash_on_delivery,12980000,0
33818,33818,cash_on_delivery,217800000,217800000
33819,33819,credit_card,352000000,352000000
33820,33820,visa_card,83600000,0
33821,33821,bank_transfer,70400000,70400000
33822,33822,amex_card,4620000,0
33823,33823,visa_card,6050000,6050000
33824,33824,bank_transfer,31900000,31900000
33825,33825,cash_on_delivery,7150000,0
33826,33826,credit_card,12980000,12980000
33827,33827,visa_card,7920000,7920000
33828,33828,credit_card,13750000,13750000
33829,33829,credit_card,32450000,32450000
33830,33830,bank_transfer,7150000,0
33831,33831,bank_transfer,9350000,9350000
33832,33832,cash_on_delivery,115500000,115500000
33833,33833,visa_card,6050000,6050000
33834,33834,bank_transfer,19800000,0
33835,33835,credit_card,24750000,24750000
33836,33836,cash_on_delivery,7150000,7150000
33837,33837,cash_on_delivery,38500000,0
33838,33838,bank_transfer,352000000,352000000
33839,33839,cash_on_delivery,5720000,5720000
33840,33840,cash_on_delivery,13200000,13200000
33841,33841,credit_card,101200000,0
33842,33842,amex_card,14300000,14300000
33843,33843,amex_card,38500000,38500000
33844,33844,credit_card,137500000,137500000
33845,33845,amex_card,92400000,92400000
33846,33846,cash_on_delivery,9240000,0
33847,33847,visa_card,11440000,0
33848,33848,amex_card,59400000,0
33849,33849,visa_card,151800000,0
33850,33850,cash_on_delivery,11440000,11440000
33851,33851,credit_card,13200000,13200000
33852,33852,cash_on_delivery,217800000,0
33853,33853,visa_card,16280000,0
33854,33854,visa_card,64900000,0
33855,33855,bank_transfer,2530000,2530000
33856,33856,credit_card,9900000,9900000
33857,33857,credit_card,15950000,15950000
33858,33858,bank_transfer,5720000,5720000
33859,33859,bank_transfer,9900000,9900000
33860,33860,bank_transfer,37400000,0
33861,33861,visa_card,13750000,13750000
33862,33862,cash_on_delivery,19800000,19800000
33863,33863,cash_on_delivery,19800000,19800000
33864,33864,credit_card,28600000,28600000
33865,33865,visa_card,37400000,0
33866,33866,credit_card,94050000,0
33867,33867,bank_transfer,7920000,7920000
33868,33868,cash_on_delivery,9240000,9240000
33869,33869,credit_card,24750000,0
33870,33870,credit_card,9350000,0
33871,33871,bank_transfer,112200000,0
33872,33872,visa_card,11550000,11550000
33873,33873,amex_card,13750000,13750000
33874,33874,visa_card,13200000,13200000
33875,33875,amex_card,13750000,13750000
33876,33876,cash_on_delivery,25300000,25300000
33877,33877,amex_card,13200000,13200000
33878,33878,cash_on_delivery,19800000,19800000
33879,33879,visa_card,15950000,15950000
33880,33880,bank_transfer,59400000,59400000
33881,33881,bank_transfer,4620000,4620000
33882,33882,visa_card,2530000,2530000
33883,33883,credit_card,272800000,272800000
33884,33884,visa_card,112200000,112200000
33885,33885,amex_card,24750000,24750000
33886,33886,bank_transfer,64900000,64900000
33887,33887,bank_transfer,115500000,115500000
33888,33888,credit_card,6600000,6600000
33889,33889,cash_on_delivery,7920000,7920000
33890,33890,bank_transfer,11550000,0
33891,33891,cash_on_delivery,12980000,12980000
33892,33892,bank_transfer,20350000,0
33893,33893,amex_card,9350000,9350000
33894,33894,cash_on_delivery,4620000,4620000
33895,33895,cash_on_delivery,7150000,0
33896,33896,amex_card,9350000,0
33897,33897,visa_card,6600000,6600000
33898,33898,bank_transfer,149600000,0
33899,33899,visa_card,14300000,14300000
33900,33900,amex_card,7150000,7150000
33901,33901,credit_card,6600000,0
33902,33902,amex_card,27500000,27500000
33903,33903,visa_card,59400000,59400000
33904,33904,cash_on_delivery,38940000,38940000
33905,33905,amex_card,101200000,101200000
33906,33906,cash_on_delivery,38500000,38500000
33907,33907,visa_card,137500000,137500000
33908,33908,amex_card,88000000,88000000
33909,33909,amex_card,11550000,11550000
33910,33910,credit_card,7920000,0
33911,33911,bank_transfer,15950000,0
33912,33912,cash_on_delivery,7150000,7150000
33913,33913,bank_transfer,6600000,6600000
33914,33914,amex_card,5720000,0
33915,33915,amex_card,88000000,0
33916,33916,cash_on_delivery,7150000,7150000
33917,33917,amex_card,6600000,0
33918,33918,credit_card,37400000,37400000
33919,33919,credit_card,9350000,9350000
33920,33920,bank_transfer,24750000,24750000
33921,33921,bank_transfer,4620000,4620000
33922,33922,amex_card,16280000,0
33923,33923,cash_on_delivery,6050000,6050000
33924,33924,visa_card,19800000,0
33925,33925,cash_on_delivery,75900000,0
33926,33926,visa_card,2530000,2530000
33927,33927,credit_card,272800000,272800000
33928,33928,cash_on_delivery,9900000,9900000
33929,33929,visa_card,19800000,19800000
33930,33930,cash_on_delivery,88000000,88000000
33931,33931,amex_card,115500000,0
33932,33932,credit_card,74800000,0
33933,33933,visa_card,137500000,137500000
33934,33934,credit_card,49500000,49500000
33935,33935,amex_card,29700000,29700000
33936,33936,bank_transfer,28050000,28050000
33937,33937,cash_on_delivery,308000000,308000000
33938,33938,bank_transfer,5720000,0
33939,33939,amex_card,984500000,984500000
33940,33940,cash_on_delivery,7150000,0
33941,33941,cash_on_delivery,15840000,15840000
33942,33942,bank_transfer,7150000,7150000
33943,33943,amex_card,19800000,19800000
33944,33944,credit_card,715000000,715000000
33945,33945,bank_transfer,70400000,70400000
33946,33946,credit_card,6050000,6050000
33947,33947,amex_card,11550000,11550000
33948,33948,visa_card,2530000,2530000
33949,33949,amex_card,88000000,88000000
33950,33950,cash_on_delivery,15950000,0
33951,33951,cash_on_delivery,101200000,0
33952,33952,cash_on_delivery,5720000,0
33953,33953,cash_on_delivery,24750000,24750000
33954,33954,bank_transfer,13750000,13750000
33955,33955,credit_card,28050000,28050000
33956,33956,cash_on_delivery,12980000,12980000
33957,33957,bank_transfer,12980000,12980000
33958,33958,bank_transfer,6600000,0
33959,33959,cash_on_delivery,107800000,107800000
33960,33960,amex_card,6600000,6600000
33961,33961,credit_card,4620000,4620000
33962,33962,bank_transfer,4620000,4620000
33963,33963,cash_on_delivery,32450000,0
33964,33964,visa_card,15950000,0
33965,33965,amex_card,15950000,0
33966,33966,bank_transfer,4620000,4620000
33967,33967,credit_card,75900000,75900000
33968,33968,credit_card,9350000,9350000
33969,33969,visa_card,9900000,0
33970,33970,cash_on_delivery,151800000,0
33971,33971,bank_transfer,13200000,13200000
33972,33972,cash_on_delivery,7150000,7150000
33973,33973,amex_card,64900000,0
33974,33974,credit_card,28600000,28600000
33975,33975,credit_card,6600000,6600000
33976,33976,visa_card,1265000000,1265000000
33977,33977,visa_card,13750000,13750000
33978,33978,bank_transfer,13750000,13750000
33979,33979,bank_transfer,19800000,0
33980,33980,credit_card,352000000,352000000
33981,33981,visa_card,24750000,24750000
33982,33982,cash_on_delivery,412500000,412500000
33983,33983,credit_card,352000000,0
33984,33984,credit_card,13750000,13750000
33985,33985,cash_on_delivery,4620000,4620000
33986,33986,cash_on_delivery,224400000,224400000
33987,33987,amex_card,19800000,19800000
